model_key,model,condition,patient_id,repetition,run,prompt_tokens,completion_tokens,total_tokens,estimated_cost
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,5,2,1057,122,1179,0.0004716000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,5,3,1057,122,1179,0.0004716000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,10,1,1972,122,2094,0.0008376
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,10,2,1972,122,2094,0.0008376
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,10,3,1972,122,2094,0.0008376
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,16,1,3070,121,3191,0.0012764
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,16,2,3070,121,3191,0.0012764
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,16,3,3070,121,3191,0.0012764
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,2,1,424,91,515,0.00020600000000000005
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,2,2,424,91,515,0.00020600000000000005
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,2,3,424,91,515,0.00020600000000000005
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,5,1,847,91,938,0.00037519999999999996
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,5,2,847,91,938,0.00037519999999999996
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,5,3,847,91,938,0.00037519999999999996
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,10,1,1552,91,1643,0.0006572
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,10,2,1552,91,1643,0.0006572
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,10,3,1552,91,1643,0.0006572
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,16,1,2398,91,2489,0.0009956000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,16,2,2398,91,2489,0.0009956000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,16,3,2398,91,2489,0.0009956000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,2,1,456,112,568,0.00022720000000000005
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,2,2,456,112,568,0.00022720000000000005
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,2,3,456,112,568,0.00022720000000000005
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,5,1,927,112,1039,0.0004156
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,5,2,927,112,1039,0.0004156
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,5,3,927,112,1039,0.0004156
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,10,1,1712,112,1824,0.0007296
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,10,2,1712,112,1824,0.0007296
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,10,3,1712,112,1824,0.0007296
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,16,1,2654,112,2766,0.0011064
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,16,2,2654,112,2766,0.0011064
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,16,3,2654,112,2766,0.0011064
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,2,1,524,130,654,0.0002616
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,2,2,524,130,654,0.0002616
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,2,3,524,130,654,0.0002616
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,5,1,1097,130,1227,0.0004908
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,5,2,1097,130,1227,0.0004908
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,5,3,1097,130,1227,0.0004908
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,10,1,2052,130,2182,0.0008728
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,10,2,2052,130,2182,0.0008728
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,10,3,2052,130,2182,0.0008728
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,16,1,3198,130,3328,0.0013312000000000003
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,16,2,3198,130,3328,0.0013312000000000003
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,16,3,3198,130,3328,0.0013312000000000003
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,2,1,398,89,487,0.00019480000000000002
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,2,2,398,89,487,0.00019480000000000002
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,2,3,398,89,487,0.00019480000000000002
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,5,1,782,89,871,0.0003484
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,5,2,782,89,871,0.0003484
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,5,3,782,89,871,0.0003484
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,10,1,1422,89,1511,0.0006044000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,10,2,1422,89,1511,0.0006044000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,10,3,1422,89,1511,0.0006044000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,16,1,2190,94,2284,0.0009136000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,16,2,2190,94,2284,0.0009136000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,16,3,2190,94,2284,0.0009136000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,2,1,502,113,615,0.000246
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,2,2,502,113,615,0.000246
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,2,3,502,113,615,0.000246
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,5,1,1042,116,1158,0.0004632
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,5,2,1042,116,1158,0.0004632
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,5,3,1042,116,1158,0.0004632
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,10,1,1942,116,2058,0.0008232000000000002
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,10,2,1942,116,2058,0.0008232000000000002
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,10,3,1942,116,2058,0.0008232000000000002
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,16,1,3022,116,3138,0.0012552000000000002
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,16,2,3022,116,3138,0.0012552000000000002
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,16,3,3022,116,3138,0.0012552000000000002
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,2,1,522,133,655,0.000262
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,2,2,524,132,656,0.00026240000000000004
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,2,3,528,132,660,0.000264
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,5,1,910,133,1043,0.0004172
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,5,2,913,132,1045,0.000418
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,5,3,906,138,1044,0.00041760000000000007
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,10,1,1553,139,1692,0.0006768000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,10,2,1541,139,1680,0.0006720000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,10,3,1546,139,1685,0.000674
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,16,1,2273,138,2411,0.0009644
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,16,2,2283,138,2421,0.0009684000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,16,3,2270,138,2408,0.0009632
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,2,1,436,162,598,0.00023920000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,2,2,440,162,602,0.0002408
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,2,3,441,162,603,0.00024120000000000004
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,5,1,739,112,851,0.00034040000000000003
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,5,2,723,112,835,0.000334
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,5,3,729,162,891,0.00035640000000000004
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,10,1,1197,112,1309,0.0005236
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,10,2,1190,112,1302,0.0005208
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,10,3,1201,112,1313,0.0005252000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,16,1,1766,112,1878,0.0007512
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,16,2,1807,117,1924,0.0007696000000000002
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,16,3,1759,112,1871,0.0007484000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,2,1,467,149,616,0.0002464
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,2,2,450,149,599,0.00023960000000000002
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,2,3,460,149,609,0.00024360000000000004
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,5,1,750,149,899,0.00035960000000000007
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,5,1,755,149,904,0.00036160000000000006
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,5,2,751,149,900,0.00036
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,5,2,767,149,916,0.00036640000000000007
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,5,3,766,149,915,0.00036600000000000006
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,5,3,768,149,917,0.0003668
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,10,1,1273,136,1409,0.0005636
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,10,2,1259,136,1395,0.000558
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,10,1,1267,149,1416,0.0005664
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,10,3,1251,136,1387,0.0005548
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,10,3,1276,149,1425,0.00057
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,16,1,1873,136,2009,0.0008036
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,16,1,1879,136,2015,0.0008060000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,16,2,1897,136,2033,0.0008132
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,16,2,1867,136,2003,0.0008012000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,16,3,1874,136,2010,0.0008040000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,16,3,1863,136,1999,0.0007996
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,2,1,365,92,457,0.0001828
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,2,2,366,92,458,0.00018320000000000003
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,2,3,362,85,447,0.0001788
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,5,1,577,85,662,0.00026480000000000004
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,5,2,554,85,639,0.00025560000000000003
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,5,3,573,85,658,0.00026320000000000006
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,10,1,885,85,970,0.000388
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,10,2,891,85,976,0.00039040000000000006
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,10,3,885,85,970,0.000388
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,16,1,1318,85,1403,0.0005612
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,16,2,1338,85,1423,0.0005692000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,16,3,1304,85,1389,0.0005556000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_05,2,1,427,133,560,0.00022400000000000002
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_05,2,2,416,133,549,0.0002196
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_05,2,3,425,122,547,0.00021880000000000003
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_05,5,1,689,122,811,0.0003244
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_05,5,2,687,122,809,0.0003236
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_05,5,3,670,122,792,0.0003168
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_05,10,1,1120,121,1241,0.0004964
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_05,10,2,1113,122,1235,0.0004940000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_05,10,3,1139,121,1260,0.000504
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_05,16,1,1638,122,1760,0.0007040000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_05,16,2,1643,122,1765,0.0007059999999999999
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_05,16,3,1630,122,1752,0.0007008
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_06,2,1,363,148,511,0.00020440000000000004
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_06,2,2,357,148,505,0.00020200000000000003
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_06,2,3,367,91,458,0.0001832
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_06,5,1,569,91,660,0.000264
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_06,5,2,559,91,650,0.00026000000000000003
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_06,5,3,553,91,644,0.00025760000000000003
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_06,10,1,903,91,994,0.0003976
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_06,10,2,892,91,983,0.0003932
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_06,10,3,902,91,993,0.0003972
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_06,16,1,1329,91,1420,0.000568
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_06,16,2,1328,91,1419,0.0005676
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_06,16,3,1291,91,1382,0.0005528
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_07,2,1,388,121,509,0.00020360000000000004
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_07,2,2,384,113,497,0.0001988
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_07,2,3,382,113,495,0.00019800000000000002
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_07,5,1,605,112,717,0.00028680000000000003
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_07,5,2,623,121,744,0.0002976
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_07,5,3,603,112,715,0.000286
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_07,10,1,961,112,1073,0.0004292
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_07,10,2,983,112,1095,0.00043799999999999997
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_07,10,3,979,112,1091,0.0004364
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_07,16,1,1415,112,1527,0.0006108
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_07,16,2,1441,112,1553,0.0006212
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_07,16,3,1446,112,1558,0.0006232
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_08,2,1,444,130,574,0.00022960000000000002
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_08,2,2,435,131,566,0.00022640000000000003
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_08,2,3,435,131,566,0.00022640000000000003
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_08,5,1,720,130,850,0.00034
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_08,5,2,721,130,851,0.00034040000000000003
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_08,5,3,729,130,859,0.0003436
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_08,10,1,1183,130,1313,0.0005252000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_08,10,2,1196,130,1326,0.0005304
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_08,10,3,1189,130,1319,0.0005276
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_08,16,1,1769,131,1900,0.0007599999999999999
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_08,16,2,1783,131,1914,0.0007656000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_08,16,3,1755,131,1886,0.0007544000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_09,2,1,336,89,425,0.00017
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_09,2,2,337,89,426,0.0001704
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_09,2,3,334,100,434,0.0001736
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_09,5,1,548,100,648,0.0002592
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_09,5,2,527,100,627,0.0002508
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_09,5,3,537,100,637,0.0002548
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_09,10,1,868,94,962,0.00038480000000000003
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_09,10,2,854,94,948,0.0003792
