model_key,model,condition,patient_id,repetition,run,prompt_tokens,completion_tokens,total_tokens,estimated_cost
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_07,16,2,2957,119,3076,0.00111212
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_07,16,3,2957,133,3090,0.00111772
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,2,1,571,143,714,0.00026276
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,2,2,571,143,714,0.00026276
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,2,2,571,143,714,0.00026276
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,2,3,571,143,714,0.00026276
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,2,3,571,143,714,0.00026276
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,5,1,1216,143,1359,0.00049496
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,5,1,1216,143,1359,0.00049496
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,5,2,1216,143,1359,0.00049496
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,5,2,1216,143,1359,0.00049496
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,5,3,1216,143,1359,0.00049496
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,5,3,1216,143,1359,0.00049496
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,10,1,2291,143,2434,0.00088196
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,10,1,2291,143,2434,0.00088196
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,10,2,2291,143,2434,0.00088196
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,10,2,2291,143,2434,0.00088196
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,10,3,2291,143,2434,0.00088196
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,10,3,2291,143,2434,0.00088196
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,16,1,3581,143,3724,0.00134636
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,16,1,3581,143,3724,0.00134636
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,16,2,3581,143,3724,0.00134636
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,16,2,3581,143,3724,0.00134636
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,16,3,3581,143,3724,0.00134636
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_08,16,3,3581,143,3724,0.00134636
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,2,1,433,100,533,0.00019588
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,2,1,433,108,541,0.00019908
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,2,2,433,108,541,0.00019908
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,2,2,433,108,541,0.00019908
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,2,3,433,108,541,0.00019908
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,2,3,433,100,533,0.00019588
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,5,1,871,108,979,0.00035676
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,5,1,871,100,971,0.00035356
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,5,2,871,100,971,0.00035356
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,5,2,871,108,979,0.00035676
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,5,3,871,108,979,0.00035676
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,5,3,871,108,979,0.00035676
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,10,1,1601,100,1701,0.0006163599999999
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,10,1,1601,100,1701,0.0006163599999999
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,10,2,1601,108,1709,0.00061956
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,10,2,1601,108,1709,0.00061956
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,10,3,1601,100,1701,0.0006163599999999
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,10,3,1601,108,1709,0.00061956
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,16,1,2477,100,2577,0.00093172
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,16,1,2477,100,2577,0.00093172
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,16,2,2477,108,2585,0.00093492
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,16,2,2477,108,2585,0.00093492
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,16,3,2477,108,2585,0.00093492
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_09,16,3,2477,108,2585,0.00093492
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,2,1,537,131,668,0.00024572
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,2,1,537,131,668,0.00024572
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,2,2,537,131,668,0.00024572
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,2,2,537,131,668,0.00024572
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,2,3,537,131,668,0.00024572
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,2,3,537,131,668,0.00024572
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,5,1,1131,123,1254,0.00045636
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,5,1,1131,131,1262,0.00045956
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,5,2,1131,131,1262,0.00045956
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,5,2,1131,123,1254,0.00045636
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,5,3,1131,123,1254,0.00045636
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,5,3,1131,131,1262,0.00045956
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,10,1,2121,123,2244,0.00081276
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,10,1,2121,123,2244,0.00081276
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,10,2,2121,123,2244,0.00081276
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,10,2,2121,131,2252,0.00081596
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,10,3,2121,131,2252,0.00081596
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,10,3,2121,123,2244,0.00081276
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,16,1,3309,123,3432,0.00124044
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,16,1,3309,131,3440,0.00124364
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,16,2,3309,131,3440,0.00124364
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,16,2,3309,123,3432,0.00124044
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,16,3,3309,123,3432,0.00124044
qwen72b,Qwen/Qwen2.5-72B-Instruct,redundancy,patient_10,16,3,3309,123,3432,0.00124044
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,2,1,545,155,700,0.0002582
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,2,1,545,151,696,0.0002566
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,2,2,547,155,702,0.00025892
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,2,2,547,151,698,0.00025732
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,2,3,551,155,706,0.00026036
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,2,3,551,155,706,0.00026036
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,5,1,933,144,1077,0.00039348
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,5,1,933,155,1088,0.00039788
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,5,2,936,155,1091,0.00039896
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,5,2,936,155,1091,0.00039896
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,5,3,929,151,1080,0.00039484
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,5,3,929,155,1084,0.0003964399999999
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,10,1,1576,144,1720,0.00062496
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,10,1,1576,144,1720,0.00062496
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,10,2,1564,144,1708,0.00062064
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,10,2,1564,144,1708,0.00062064
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,10,3,1569,144,1713,0.00062244
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,10,3,1569,144,1713,0.00062244
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,16,1,2296,144,2440,0.00088416
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,16,1,2296,144,2440,0.00088416
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,16,2,2306,144,2450,0.00088776
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,16,2,2306,155,2461,0.00089216
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,16,3,2293,155,2448,0.00088748
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_01,16,3,2293,155,2448,0.00088748
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,2,1,460,128,588,0.0002168
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,2,1,460,128,588,0.0002168
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,2,2,464,128,592,0.00021824
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,2,2,464,128,592,0.00021824
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,2,3,465,128,593,0.0002186
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,2,3,465,128,593,0.0002186
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,5,1,763,128,891,0.0003258799999999
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,5,1,763,128,891,0.0003258799999999
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,5,2,747,128,875,0.0003201199999999
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,5,2,747,128,875,0.0003201199999999
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,5,3,753,128,881,0.00032228
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,5,3,753,128,881,0.00032228
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,10,1,1221,128,1349,0.00049076
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,10,2,1214,128,1342,0.00048824
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,10,1,1221,128,1349,0.00049076
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,10,3,1214,128,1342,0.00048824
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,10,3,1225,128,1353,0.0004922
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,16,1,1790,140,1930,0.0007003999999999
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,16,1,1790,140,1930,0.0007003999999999
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,16,2,1825,128,1953,0.0007082
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,16,2,1831,140,1971,0.00071516
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,16,3,1788,140,1928,0.00069968
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,16,3,1783,128,1911,0.00069308
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,2,1,479,169,648,0.0002400399999999
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,2,1,497,169,666,0.00024652
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,2,2,490,169,659,0.0002439999999999
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,2,2,480,169,649,0.0002404
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,2,3,489,169,658,0.00024364
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,2,3,490,169,659,0.0002439999999999
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,5,1,802,169,971,0.00035632
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,5,1,780,169,949,0.0003484
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,5,2,800,169,969,0.0003556
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,5,2,781,169,950,0.00034876
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,5,3,797,169,966,0.00035452
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,5,3,796,169,965,0.00035416
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,10,1,1290,169,1459,0.000532
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,10,1,1303,169,1472,0.00053668
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,10,2,1305,169,1474,0.0005374
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,10,2,1289,169,1458,0.00053164
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,10,3,1281,169,1450,0.00052876
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,16,1,1909,169,2078,0.00075484
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,16,2,1927,169,2096,0.00076132
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,16,3,1904,169,2073,0.00075304
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,2,1,379,102,481,0.00017724
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,2,2,376,102,478,0.00017616
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,2,3,379,102,481,0.00017724
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,5,1,584,102,686,0.00025104
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,5,2,571,102,673,0.00024636
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,5,3,570,102,672,0.000246
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,10,1,914,102,1016,0.00036984
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,10,2,902,102,1004,0.00036552
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,10,3,900,102,1002,0.0003648
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,16,1,1315,102,1417,0.0005142
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,16,2,1347,95,1442,0.00052292
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,16,3,1344,95,1439,0.00052184
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,2,1,457,131,588,0.00021692
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,2,2,445,141,586,0.0002165999999999
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,2,3,451,141,592,0.00021876
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,5,1,723,141,864,0.00031668
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,5,2,708,141,849,0.00031128
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,5,3,708,141,849,0.00031128
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,10,1,1133,141,1274,0.0004642799999999
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,10,2,1133,131,1264,0.00046028
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,10,3,1133,141,1274,0.0004642799999999
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,16,1,1684,141,1825,0.00066264
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,16,2,1676,141,1817,0.00065976
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,16,3,1672,141,1813,0.00065832
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,2,1,373,103,476,0.00017548
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,2,2,384,103,487,0.00017944
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,2,3,385,111,496,0.000183
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,5,1,575,103,678,0.0002482
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,5,2,588,111,699,0.00025608
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,5,3,578,111,689,0.00025248
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,10,1,928,111,1039,0.00037848
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,10,2,920,111,1031,0.0003756
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,10,2,912,111,1023,0.00037272
