patient_id,repetition,run_id,micro_f1_strict,micro_f1_soft,micro_f1_canonical,omission_count_strict,hallucination_count_strict,omission_count_canonical,hallucination_count_canonical
patient_03,5,run_03,0.4444444444444444,0.4444444444444444,0.4444444444444444,5,5,5,5
patient_04,10,run_01,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,2,2
patient_04,10,run_02,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,2,2
patient_04,10,run_03,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,2,2
patient_04,16,run_01,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,2,2
patient_04,16,run_02,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,2,2
patient_04,16,run_03,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,2,2
patient_04,1,run_01,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,2,2
patient_04,1,run_02,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,2,2
patient_04,1,run_03,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,2,2
patient_04,2,run_01,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,2,2
patient_04,2,run_02,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,2,2
patient_04,2,run_03,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,2,2
patient_04,32,run_01,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,4,4,4
patient_04,32,run_02,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,4,4,4
patient_04,32,run_03,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,4,4,4
patient_04,5,run_01,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,2,2
patient_04,5,run_02,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,2,2
patient_04,5,run_03,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,2,2
patient_05,10,run_01,0.35294117647058826,0.35294117647058826,0.35294117647058826,6,5,6,5
patient_05,10,run_02,0.35294117647058826,0.35294117647058826,0.35294117647058826,6,5,6,5
patient_05,10,run_03,0.35294117647058826,0.35294117647058826,0.35294117647058826,6,5,6,5
patient_05,16,run_01,0.35294117647058826,0.35294117647058826,0.35294117647058826,6,5,6,5
patient_05,16,run_02,0.35294117647058826,0.35294117647058826,0.35294117647058826,6,5,6,5
patient_05,16,run_03,0.35294117647058826,0.35294117647058826,0.35294117647058826,6,5,6,5
patient_05,1,run_01,0.35294117647058826,0.35294117647058826,0.35294117647058826,6,5,6,5
patient_05,1,run_02,0.35294117647058826,0.35294117647058826,0.35294117647058826,6,5,6,5
patient_05,1,run_03,0.35294117647058826,0.35294117647058826,0.35294117647058826,6,5,6,5
patient_05,2,run_01,0.35294117647058826,0.35294117647058826,0.35294117647058826,6,5,6,5
patient_05,2,run_02,0.35294117647058826,0.35294117647058826,0.35294117647058826,6,5,6,5
patient_05,2,run_03,0.35294117647058826,0.35294117647058826,0.35294117647058826,6,5,6,5
patient_05,32,run_01,0.11764705882352941,0.11764705882352941,0.11764705882352941,8,7,8,7
patient_05,32,run_02,0.11764705882352941,0.11764705882352941,0.11764705882352941,8,7,8,7
patient_05,32,run_03,0.11764705882352941,0.11764705882352941,0.11764705882352941,8,7,8,7
patient_05,5,run_01,0.35294117647058826,0.35294117647058826,0.35294117647058826,6,5,6,5
patient_05,5,run_02,0.35294117647058826,0.35294117647058826,0.35294117647058826,6,5,6,5
patient_05,5,run_03,0.35294117647058826,0.35294117647058826,0.35294117647058826,6,5,6,5
patient_06,10,run_01,0.6,0.6,0.6,2,2,2,2
patient_06,10,run_02,0.6,0.6,0.6,2,2,2,2
patient_06,10,run_03,0.6,0.6,0.6,2,2,2,2
patient_06,16,run_01,0.6,0.6,0.6,2,2,2,2
patient_06,16,run_02,0.6,0.6,0.6,2,2,2,2
patient_06,16,run_03,0.6,0.6,0.6,2,2,2,2
patient_06,1,run_01,0.6,0.6,0.6,2,2,2,2
patient_06,1,run_02,0.6,0.6,0.6,2,2,2,2
patient_06,1,run_03,0.6,0.6,0.6,2,2,2,2
patient_06,2,run_01,0.6,0.6,0.6,2,2,2,2
patient_06,2,run_02,0.6,0.6,0.6,2,2,2,2
patient_06,2,run_03,0.6,0.6,0.6,2,2,2,2
patient_06,32,run_01,0.20000000000000004,0.20000000000000004,0.20000000000000004,4,4,4,4
patient_06,32,run_02,0.20000000000000004,0.20000000000000004,0.20000000000000004,4,4,4,4
patient_06,32,run_03,0.20000000000000004,0.20000000000000004,0.20000000000000004,4,4,4,4
patient_06,5,run_01,0.6,0.6,0.6,2,2,2,2
patient_06,5,run_02,0.6,0.6,0.6,2,2,2,2
patient_06,5,run_03,0.6,0.6,0.6,2,2,2,2
patient_07,10,run_01,0.5714285714285714,0.5714285714285714,0.5714285714285714,3,3,3,3
patient_07,10,run_02,0.5714285714285714,0.5714285714285714,0.5714285714285714,3,3,3,3
patient_07,10,run_03,0.5714285714285714,0.5714285714285714,0.5714285714285714,3,3,3,3
patient_07,16,run_01,0.5714285714285714,0.5714285714285714,0.5714285714285714,3,3,3,3
patient_07,16,run_02,0.5714285714285714,0.5714285714285714,0.5714285714285714,3,3,3,3
patient_07,16,run_03,0.5714285714285714,0.5714285714285714,0.5714285714285714,3,3,3,3
patient_07,1,run_01,0.5714285714285714,0.5714285714285714,0.5714285714285714,3,3,3,3
patient_07,1,run_02,0.5714285714285714,0.5714285714285714,0.5714285714285714,3,3,3,3
patient_07,1,run_03,0.5714285714285714,0.5714285714285714,0.5714285714285714,3,3,3,3
patient_07,2,run_01,0.5714285714285714,0.5714285714285714,0.5714285714285714,3,3,3,3
patient_07,2,run_02,0.5714285714285714,0.5714285714285714,0.5714285714285714,3,3,3,3
patient_07,2,run_03,0.5714285714285714,0.5714285714285714,0.5714285714285714,3,3,3,3
patient_07,32,run_01,0.30769230769230765,0.30769230769230765,0.30769230769230765,5,4,5,4
patient_07,32,run_02,0.30769230769230765,0.30769230769230765,0.30769230769230765,5,4,5,4
patient_07,32,run_03,0.30769230769230765,0.30769230769230765,0.30769230769230765,5,4,5,4
patient_07,5,run_01,0.5714285714285714,0.5714285714285714,0.5714285714285714,3,3,3,3
patient_07,5,run_02,0.5714285714285714,0.5714285714285714,0.5714285714285714,3,3,3,3
patient_07,5,run_03,0.5714285714285714,0.5714285714285714,0.5714285714285714,3,3,3,3
patient_08,10,run_01,0.47058823529411764,0.5882352941176471,0.5882352941176471,5,4,4,3
patient_08,10,run_02,0.47058823529411764,0.5882352941176471,0.5882352941176471,5,4,4,3
patient_08,10,run_03,0.47058823529411764,0.5882352941176471,0.5882352941176471,5,4,4,3
patient_08,16,run_01,0.0,0.0,0.0,9,0,9,0
patient_08,16,run_02,0.47058823529411764,0.5882352941176471,0.5882352941176471,5,4,4,3
patient_08,16,run_03,0.47058823529411764,0.5882352941176471,0.5882352941176471,5,4,4,3
patient_08,1,run_01,0.47058823529411764,0.47058823529411764,0.47058823529411764,5,4,5,4
patient_08,1,run_02,0.47058823529411764,0.47058823529411764,0.47058823529411764,5,4,5,4
patient_08,1,run_03,0.47058823529411764,0.47058823529411764,0.47058823529411764,5,4,5,4
patient_08,2,run_01,0.47058823529411764,0.47058823529411764,0.47058823529411764,5,4,5,4
patient_08,2,run_02,0.47058823529411764,0.5882352941176471,0.5882352941176471,5,4,4,3
patient_08,2,run_03,0.47058823529411764,0.47058823529411764,0.47058823529411764,5,4,5,4
patient_08,32,run_01,0.47058823529411764,0.47058823529411764,0.47058823529411764,5,4,5,4
patient_08,32,run_02,0.47058823529411764,0.47058823529411764,0.47058823529411764,5,4,5,4
patient_08,32,run_03,0.47058823529411764,0.47058823529411764,0.47058823529411764,5,4,5,4
patient_08,5,run_01,0.47058823529411764,0.5882352941176471,0.5882352941176471,5,4,4,3
patient_08,5,run_02,0.47058823529411764,0.5882352941176471,0.5882352941176471,5,4,4,3
patient_08,5,run_03,0.47058823529411764,0.5882352941176471,0.5882352941176471,5,4,4,3
patient_09,10,run_01,0.6,0.6,0.6,2,2,2,2
patient_09,10,run_02,0.6,0.6,0.6,2,2,2,2
patient_09,10,run_03,0.6,0.6,0.6,2,2,2,2
patient_09,16,run_01,0.6,0.6,0.6,2,2,2,2
patient_09,16,run_02,0.6,0.6,0.6,2,2,2,2
patient_09,16,run_03,0.6,0.6,0.6,2,2,2,2
patient_09,1,run_01,0.20000000000000004,0.20000000000000004,0.20000000000000004,4,4,4,4
patient_09,1,run_02,0.6,0.6,0.6,2,2,2,2
patient_09,1,run_03,0.20000000000000004,0.20000000000000004,0.20000000000000004,4,4,4,4
patient_09,2,run_01,0.6,0.6,0.6,2,2,2,2
patient_09,2,run_02,0.6,0.6,0.6,2,2,2,2
patient_09,2,run_03,0.6,0.6,0.6,2,2,2,2
patient_09,32,run_01,0.20000000000000004,0.20000000000000004,0.20000000000000004,4,4,4,4
patient_09,32,run_02,0.0,0.0,0.0,5,5,5,5
patient_09,32,run_03,0.0,0.0,0.0,5,5,5,5
patient_09,5,run_01,0.6,0.6,0.6,2,2,2,2
patient_09,5,run_02,0.6,0.6,0.6,2,2,2,2
patient_09,5,run_03,0.6,0.6,0.6,2,2,2,2
patient_10,10,run_01,0.42857142857142855,0.42857142857142855,0.5714285714285714,4,4,3,3
patient_10,10,run_02,0.42857142857142855,0.42857142857142855,0.5714285714285714,4,4,3,3
patient_10,10,run_03,0.42857142857142855,0.42857142857142855,0.5714285714285714,4,4,3,3
patient_10,16,run_01,0.42857142857142855,0.42857142857142855,0.5714285714285714,4,4,3,3
patient_10,16,run_02,0.42857142857142855,0.42857142857142855,0.5714285714285714,4,4,3,3
patient_10,16,run_03,0.42857142857142855,0.42857142857142855,0.5714285714285714,4,4,3,3
patient_10,1,run_01,0.42857142857142855,0.42857142857142855,0.5714285714285714,4,4,3,3
patient_10,1,run_02,0.42857142857142855,0.42857142857142855,0.5714285714285714,4,4,3,3
patient_10,1,run_03,0.42857142857142855,0.42857142857142855,0.5714285714285714,4,4,3,3
patient_10,2,run_01,0.42857142857142855,0.42857142857142855,0.5714285714285714,4,4,3,3
patient_10,2,run_02,0.42857142857142855,0.42857142857142855,0.5714285714285714,4,4,3,3
patient_10,2,run_03,0.42857142857142855,0.42857142857142855,0.5714285714285714,4,4,3,3
patient_10,32,run_01,0.26666666666666666,0.26666666666666666,0.39999999999999997,5,6,4,5
patient_10,32,run_02,0.26666666666666666,0.26666666666666666,0.39999999999999997,5,6,4,5
patient_10,32,run_03,0.26666666666666666,0.26666666666666666,0.39999999999999997,5,6,4,5
patient_10,5,run_01,0.42857142857142855,0.42857142857142855,0.5714285714285714,4,4,3,3
patient_10,5,run_02,0.42857142857142855,0.42857142857142855,0.5714285714285714,4,4,3,3
patient_10,5,run_03,0.42857142857142855,0.42857142857142855,0.5714285714285714,4,4,3,3
