model_key,model,condition,patient_id,repetition,run,timestamp,raw_valid_json,schema_match,repair_needed,structural_drift_score,extra_keys_count,missing_keys_count,malformed_json,markdown_fence_present
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_03,10,3,2026-05-22T02:04:05.750373,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_03,16,1,2026-05-22T02:04:10.423654,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_03,16,2,2026-05-22T02:04:15.067626,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_03,16,3,2026-05-22T02:04:20.002082,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_04,2,1,2026-05-22T02:04:22.444417,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_04,2,2,2026-05-22T02:04:25.407852,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_04,2,3,2026-05-22T02:04:28.029005,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_04,5,1,2026-05-22T02:04:30.650913,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_04,5,2,2026-05-22T02:04:33.193225,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_04,5,3,2026-05-22T02:04:35.846746,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_04,10,1,2026-05-22T02:04:38.758244,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_04,10,2,2026-05-22T02:04:41.649103,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_04,10,3,2026-05-22T02:04:44.579823,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_04,16,1,2026-05-22T02:04:47.718418,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_04,16,2,2026-05-22T02:04:50.528086,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_04,16,3,2026-05-22T02:04:53.931121,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,2,1,2026-05-22T02:04:58.683519,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,2,2,2026-05-22T02:05:03.284488,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,2,3,2026-05-22T02:05:07.377866,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,5,1,2026-05-22T02:05:11.726581,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,5,2,2026-05-22T02:05:16.211525,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,5,3,2026-05-22T02:05:20.925299,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,10,1,2026-05-22T02:05:25.238161,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,10,2,2026-05-22T02:05:29.414441,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,10,3,2026-05-22T02:05:34.258376,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,16,1,2026-05-22T02:05:38.557299,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,16,2,2026-05-22T02:05:42.414464,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,16,3,2026-05-22T02:05:46.427967,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,2,1,2026-05-22T02:05:49.158936,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,2,2,2026-05-22T02:05:52.017926,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,2,3,2026-05-22T02:05:55.053646,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,5,1,2026-05-22T02:05:57.994705,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,5,2,2026-05-22T02:06:01.257551,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,5,3,2026-05-22T02:06:04.007878,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,10,1,2026-05-22T02:06:06.729224,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,10,2,2026-05-22T02:06:11.677849,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,10,3,2026-05-22T02:06:14.891734,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,16,1,2026-05-22T02:06:19.701023,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,16,2,2026-05-22T02:06:23.194303,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,16,3,2026-05-22T02:06:27.491931,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,2,1,2026-05-22T02:06:31.417920,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,2,2,2026-05-22T02:06:34.992965,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,2,3,2026-05-22T02:06:39.136228,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,5,1,2026-05-22T02:06:43.205312,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,5,2,2026-05-22T02:06:47.529097,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,5,3,2026-05-22T02:06:51.177132,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,10,1,2026-05-22T02:06:55.337515,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,10,2,2026-05-22T02:06:59.414833,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,10,3,2026-05-22T02:07:03.115348,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,16,1,2026-05-22T02:07:08.244793,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,16,2,2026-05-22T02:07:13.159933,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,16,3,2026-05-22T02:07:16.815488,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,2,1,2026-05-22T02:07:21.418678,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,2,2,2026-05-22T02:07:25.487564,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,2,3,2026-05-22T02:07:29.747828,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,5,1,2026-05-22T02:07:34.324334,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,5,2,2026-05-22T02:07:39.213932,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,5,3,2026-05-22T02:07:43.783711,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,10,1,2026-05-22T02:07:48.520082,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,10,2,2026-05-22T02:07:52.591982,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,10,3,2026-05-22T02:07:56.757723,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,16,1,2026-05-22T02:08:01.243334,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,16,2,2026-05-22T02:08:06.176436,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,16,3,2026-05-22T02:08:10.725686,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,2,1,2026-05-22T02:08:14.102502,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,2,2,2026-05-22T02:08:17.131980,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,2,3,2026-05-22T02:08:20.326814,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,5,1,2026-05-22T02:08:24.262697,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,5,2,2026-05-22T02:08:28.448221,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,5,3,2026-05-22T02:08:31.513052,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,10,1,2026-05-22T02:08:34.824642,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,10,2,2026-05-22T02:08:38.495794,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,10,3,2026-05-22T02:08:41.809915,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,16,1,2026-05-22T02:08:45.427000,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,16,2,2026-05-22T02:08:48.689369,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,16,3,2026-05-22T02:08:52.576132,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,2,1,2026-05-22T02:08:55.970683,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,2,2,2026-05-22T02:08:59.221852,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,2,3,2026-05-22T02:09:03.434350,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,5,1,2026-05-22T02:09:08.658104,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,5,2,2026-05-22T02:09:12.737544,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,5,3,2026-05-22T02:09:17.042184,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,10,1,2026-05-22T02:09:21.360583,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,10,2,2026-05-22T02:09:25.634893,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,10,3,2026-05-22T02:09:30.307391,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,16,1,2026-05-22T02:09:36.566208,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,16,2,2026-05-22T02:09:42.368358,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,16,3,2026-05-22T02:09:48.101886,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,2,1,2026-05-22T02:09:52.606457,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,2,2,2026-05-22T02:10:00.675113,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,2,3,2026-05-22T02:10:05.726477,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,5,1,2026-05-22T02:10:10.827265,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,5,2,2026-05-22T02:10:17.074960,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,5,3,2026-05-22T02:10:22.709809,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,10,1,2026-05-22T02:10:28.369947,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,10,2,2026-05-22T02:10:34.661664,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,10,3,2026-05-22T02:10:40.530033,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,16,1,2026-05-22T02:10:47.387658,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,16,2,2026-05-22T02:10:53.126178,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,16,3,2026-05-22T02:10:58.891726,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,2,1,2026-05-22T02:11:04.323569,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,2,2,2026-05-22T02:11:10.866886,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,2,3,2026-05-22T02:11:17.188816,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,5,1,2026-05-22T02:11:21.154832,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,5,2,2026-05-22T02:11:25.348071,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,5,3,2026-05-22T02:11:30.877738,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,10,1,2026-05-22T02:11:35.202668,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,10,2,2026-05-22T02:11:39.205347,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,10,3,2026-05-22T02:11:44.972761,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,16,1,2026-05-22T02:11:50.585943,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,16,2,2026-05-22T02:11:55.702127,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,16,3,2026-05-22T02:12:01.178271,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,2,1,2026-05-22T02:12:07.525375,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,2,2,2026-05-22T02:12:16.387402,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,2,3,2026-05-22T02:12:22.829436,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,5,1,2026-05-22T02:12:32.352388,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,5,1,2026-05-22T02:12:37.165709,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,5,2,2026-05-22T02:12:37.575592,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,5,2,2026-05-22T02:12:42.349847,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,5,3,2026-05-22T02:12:42.999214,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,5,3,2026-05-22T02:12:47.083945,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,10,1,2026-05-22T02:12:47.308385,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,10,2,2026-05-22T02:12:52.989661,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,10,1,2026-05-22T02:12:53.112987,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,10,3,2026-05-22T02:12:57.897744,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,10,3,2026-05-22T02:12:58.303866,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,16,1,2026-05-22T02:13:03.378420,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,16,1,2026-05-22T02:13:03.434041,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,16,2,2026-05-22T02:13:08.213624,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,16,2,2026-05-22T02:13:08.269578,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,16,3,2026-05-22T02:13:13.710386,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,16,3,2026-05-22T02:13:13.728363,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,2,1,2026-05-22T02:13:16.786947,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,2,2,2026-05-22T02:13:19.619142,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,2,3,2026-05-22T02:13:22.428892,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,5,1,2026-05-22T02:13:24.993411,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,5,2,2026-05-22T02:13:28.262953,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,5,3,2026-05-22T02:13:30.977779,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,10,1,2026-05-22T02:13:33.698234,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,10,2,2026-05-22T02:13:36.869141,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,10,3,2026-05-22T02:13:39.881127,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,16,1,2026-05-22T02:13:43.453840,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,16,2,2026-05-22T02:13:46.610079,1,1,0,0.0,0,0,0,0
