model_key,model,condition,patient_id,repetition,run,timestamp,raw_valid_json,schema_match,repair_needed,structural_drift_score,extra_keys_count,missing_keys_count,malformed_json,markdown_fence_present
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_03,1,1,2026-05-21T00:59:18.100493,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_03,2,1,2026-05-21T00:59:22.016133,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_03,5,1,2026-05-21T00:59:25.881179,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_03,10,1,2026-05-21T00:59:32.768717,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_03,16,1,2026-05-21T00:59:39.627384,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_03,32,1,2026-05-21T00:59:45.272528,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_04,1,1,2026-05-21T00:59:47.937861,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_04,2,1,2026-05-21T00:59:50.309871,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_04,5,1,2026-05-21T00:59:52.662064,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_04,10,1,2026-05-21T00:59:55.431948,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_04,16,1,2026-05-21T00:59:59.869197,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_04,32,1,2026-05-21T01:00:04.403296,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,1,1,2026-05-21T01:00:08.871193,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,2,1,2026-05-21T01:00:12.768742,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,5,1,2026-05-22T01:00:29.633146,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,10,1,2026-05-22T01:00:33.762474,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,16,1,2026-05-22T01:00:37.943977,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_05,32,1,2026-05-22T01:00:43.769971,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,1,1,2026-05-22T01:00:46.204425,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,2,1,2026-05-22T01:00:49.707289,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,5,1,2026-05-22T01:00:53.034069,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,10,1,2026-05-22T01:00:56.090852,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,16,1,2026-05-22T01:00:59.372159,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_06,32,1,2026-05-22T01:01:03.064122,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,1,1,2026-05-22T01:01:07.132252,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,2,1,2026-05-22T01:01:10.902080,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,5,1,2026-05-22T01:01:14.441561,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,10,1,2026-05-22T01:01:18.591318,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,16,1,2026-05-22T01:01:22.990647,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_07,32,1,2026-05-22T01:01:28.498346,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,1,1,2026-05-22T01:01:33.176246,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,2,1,2026-05-22T01:01:38.901899,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,5,1,2026-05-22T01:01:43.351121,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,10,1,2026-05-22T01:01:48.734311,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,16,1,2026-05-22T01:01:54.803753,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_08,32,1,2026-05-22T01:01:59.560479,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,1,1,2026-05-22T01:02:02.852735,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,2,1,2026-05-22T01:02:06.022199,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,5,1,2026-05-22T01:02:09.825072,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,10,1,2026-05-22T01:02:13.158668,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,16,1,2026-05-22T01:02:16.260719,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_09,32,1,2026-05-22T01:02:19.994264,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,1,1,2026-05-22T01:02:24.271122,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,2,1,2026-05-22T01:02:27.478269,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,5,1,2026-05-22T01:02:36.048826,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,10,1,2026-05-22T01:02:40.281337,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,16,1,2026-05-22T01:02:44.696835,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,redundancy,patient_10,32,1,2026-05-22T01:02:49.674364,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,1,1,2026-05-22T01:02:56.367002,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,2,1,2026-05-22T01:03:00.599804,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,5,1,2026-05-22T01:03:04.764719,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,10,1,2026-05-22T01:03:09.293963,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,16,1,2026-05-22T01:03:13.879352,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_01,32,1,2026-05-22T01:03:19.022707,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,1,1,2026-05-22T01:03:25.062683,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,2,1,2026-05-22T01:03:29.743677,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,5,1,2026-05-22T01:03:34.038564,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,10,1,2026-05-22T01:03:39.357425,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,16,1,2026-05-22T01:03:43.135705,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_02,32,1,2026-05-22T01:03:47.464130,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,1,1,2026-05-22T01:03:53.639185,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,2,1,2026-05-22T01:03:57.996655,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,5,1,2026-05-22T01:04:02.395616,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,10,1,2026-05-22T01:04:06.596126,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,16,1,2026-05-22T01:04:12.764839,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_03,32,1,2026-05-22T01:04:17.736717,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,1,1,2026-05-22T01:04:20.229118,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,2,1,2026-05-22T01:04:22.880942,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,5,1,2026-05-22T01:04:25.700181,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,10,1,2026-05-22T01:04:28.038683,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,16,1,2026-05-22T01:04:30.752811,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_04,32,1,2026-05-22T01:04:33.653074,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_05,1,1,2026-05-22T01:04:38.037154,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_05,2,1,2026-05-22T01:04:44.617300,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_05,5,1,2026-05-22T01:04:48.250462,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_05,10,1,2026-05-22T01:04:51.682779,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_05,16,1,2026-05-22T01:04:55.484560,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_05,32,1,2026-05-22T01:05:00.243419,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_06,1,1,2026-05-22T01:05:02.862379,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_06,2,1,2026-05-22T01:05:05.778953,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_06,5,1,2026-05-22T01:05:08.581498,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_06,10,1,2026-05-22T01:05:11.543650,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_06,16,1,2026-05-22T01:05:14.596171,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_06,32,1,2026-05-22T01:05:19.077745,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_07,1,1,2026-05-22T01:05:22.258383,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_07,2,1,2026-05-22T01:05:25.986995,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_07,5,1,2026-05-22T01:05:29.926732,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_07,10,1,2026-05-22T01:05:33.819270,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_07,16,1,2026-05-22T01:05:37.245951,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_07,32,1,2026-05-22T01:05:42.194196,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_08,1,1,2026-05-22T01:05:46.262302,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_08,2,1,2026-05-22T01:05:49.837341,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_08,5,1,2026-05-22T01:05:53.532571,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_08,10,1,2026-05-22T01:05:57.411990,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_08,16,1,2026-05-22T01:06:02.587285,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_08,32,1,2026-05-22T01:06:07.715396,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_09,1,1,2026-05-22T01:06:11.474559,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_09,2,1,2026-05-22T01:06:14.440287,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_09,5,1,2026-05-22T01:06:17.265484,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_09,10,1,2026-05-22T01:06:20.208693,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_09,16,1,2026-05-22T01:06:24.062855,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_09,32,1,2026-05-22T01:06:27.805718,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_10,1,1,2026-05-22T01:06:31.184890,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_10,2,1,2026-05-22T01:06:35.640103,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_10,5,1,2026-05-22T01:06:39.040723,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_10,10,1,2026-05-22T01:06:43.639640,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_10,16,1,2026-05-22T01:06:48.425221,1,1,0,0.0,0,0,0,0
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_10,32,1,2026-05-22T01:06:53.671365,1,1,0,0.0,0,0,0,0
